Clearness,GHI Actual,GHI Theoretical
0.33,434.14,305.6525083
0.53,429.84,490.0106128
0.48,430.66,443.0843702
0.52,429.1,479.2936485
0.31,430.17,285.2684655
0.33,431.94,303.1716086
0.32,431.59,293.458692
0.49,428.99,448.5930212
0.55,428.99,502.5933705
0.43,430.59,392.2007026
0.48,431.13,436.9722765
0.55,430.16,499.7301142
0.34,432.92,308.318759
0.55,428.71,497.6977582
0.55,423.27,496.6310331
0.25,427.24,225.2786752
0.25,423.19,224.781703
0.1,424.44,89.70006053
0.13,424.87,116.3453167
0.12,430.98,107.1481703
0.37,433.98,329.5582521
0.53,415.79,470.8888698
0.58,399.25,514.0038436
0.59,396.42,521.5194097
0.6,383.05,528.9743771
0.61,387.19,536.366373
0.56,415.55,491.0116241
0.53,424.16,463.4424313
0.32,425.84,279.0022301
0.51,426.44,443.3513206
0.49,424.65,424.6948073
0.46,425.98,397.487213
0.48,423.25,413.5082019
0.4,420.49,343.4531486
0.29,414.52,248.2270117
0.25,422.02,213.3107591
0.33,419.59,280.6271367
0.36,428.43,305.1254858
0.41,424.02,346.3110775
0.48,416.82,404.0918433
0.52,416.09,436.2261145
0.47,408.45,392.9119164
0.57,396.05,474.792692
0.45,400.21,373.5255734
0.59,386.23,487.9252705
0.58,376.57,477.9083764
0.55,374.15,451.4751578
0.55,370.06,449.7469764
0.55,357.48,448.0044588
0.59,356.67,478.7513558
0.59,350.18,476.8521244
0.59,354.78,474.9318949
0.59,358.48,473.0021012
0.53,368.11,423.1230862
0.65,350.3,516.8597246
0.7,347.31,554.2752673
0.7,343.82,551.9143981
0.63,347.7,494.5473581
0.61,342.73,476.7590938
0.61,341.97,474.6492795
0.59,345.55,457.037055
0.6,356.09,462.6512994
0.64,335.57,491.238779
0.62,320.88,474.6322736
0.62,332.16,473.4342322
0.63,344.29,479.6889925
0.57,347.34,432.8374178
0.58,336.5,439.2089356
0.59,326.25,445.5648505
0.6,321.39,451.8749963
0.62,310.94,465.7139463
0.62,313.58,464.3251488
0.59,320.16,440.6234965
0.57,315.39,424.4612201
0.56,316.3,415.8346974
0.58,318.28,429.5510449
0.51,325.6,376.6010019
0.48,329.32,353.3501812
0.43,345.57,315.624158
0.56,335.58,409.8168345
0.63,338.96,459.78931
0.66,337.38,480.2596077
0.66,337.21,478.7977414
0.67,332.22,484.488555
0.69,328.61,497.4462284
0.67,340.63,481.5288828
0.54,356.28,387.0001047
0.24,377.68,171.4715199
0.37,375.95,263.516612
0.29,383.45,205.8497796
0.48,374.7,339.6491369
0.62,340.14,437.3003667
0.66,316.58,464.1443803
0.67,313.95,506.4120995
0.7,307.95,528.977501
0.66,304.98,498.7502152
0.62,308.07,468.4256915
0.62,308.35,468.4256915
0.52,332.37,392.7915932
0.27,354.31,203.9494811
0.52,319.12,392.7100127
0.61,310.38,460.7173158
0.59,310.23,445.519245
0.55,317.55,426.9865196
0.36,331.18,279.4820856
0.34,336.39,263.9032979
0.16,352.3,124.1897873
0.22,347.15,170.7946078
0.45,330.5,349.2837767
0.52,330.7,403.6168086
0.61,309.53,473.380245
0.54,314.05,419.0579218
0.6,301.3,465.6199131
0.63,305.14,488.8045139
0.58,314.41,450.0105049
0.52,324.32,403.4912624
0.55,329.82,426.6854291
0.55,336.45,426.6854291
0.47,350.87,364.622094
0.52,336.84,403.3320811
0.57,334.55,442.114012
0.48,363.47,372.2330497
0.5,335.27,387.7427601
0.41,358.32,297.7939108
0.38,369.3,277.41288
0.37,381.29,271.4773774
0.34,382.41,250.7130359
0.64,324.31,474.306918
0.59,334.04,439.3952542
0.59,329.67,441.5277585
0.6,311.08,451.1677541
0.64,313.98,483.5347411
0.59,329.84,447.8577374
0.4,369.51,305.01177
0.38,386.52,291.0991425
0.56,343.27,430.9484555
0.6,318.95,463.7289473
0.63,307.52,489.0979498
0.62,312.16,483.3770919
0.35,361.52,274.04344
0.52,332.98,408.8449788
0.52,317.73,410.6076633
0.65,317.6,515.3541997
0.68,323.79,541.3178549
0.66,329.59,527.5964908
0.66,330.31,529.6353368
0.65,328.83,523.6583767
0.66,336.71,533.8773231
0.59,344.16,479.0052368
0.55,343.12,448.2330226
0.61,333.56,499.0084804
0.6,341.51,492.6199988
0.58,356.16,477.8810258
0.59,358.79,487.9046089
0.51,365.04,423.2809697
0.6,343.01,500.3342785
0.66,335.31,552.9364855
0.67,335.59,563.9961272
0.64,345.93,541.1798778
0.59,355.72,501.1324702
0.6,353.5,511.7945807
0.63,353.57,539.8127999
0.67,360.15,576.5978303
0.7,340.55,604.9631263
0.73,327.35,633.4256858
0.73,322.18,636.122808
0.71,327.63,621.1105642
0.7,333.16,614.7200982
0.65,346.35,573.0597555
0.34,386.3,300.9211799
0.62,360.45,550.7610113
0.6,367.2,534.9307965
0.43,393.44,384.7397401
0.63,369.37,565.7525956
0.59,385.05,531.6029701
0.6,388.57,542.4655872
0.61,370.35,553.4158642
0.59,373.4,537.0571197
0.61,374.12,557.0815961
0.59,393.23,540.4879157
0.49,418.02,450.2461089
0.52,416.93,479.3140383
0.62,389.9,573.1835139
0.62,396.45,574.8565105
0.63,404,585.6691238
0.63,406.62,587.1857154
0.63,408.29,588.6122947
0.61,403.19,571.4146904
0.62,403.25,582.141391
0.55,422.24,517.6076061
0.58,414.05,547.0653188
0.61,405.95,576.6409213
0.46,419.02,435.8343149
0.45,424.33,427.2214647
0.55,426.3,523.2496976
0.42,431.96,400.3897049
0.62,416.95,592.1769752
0.54,428.44,516.7346947
0.59,420.67,565.6061848
0.48,421.18,461.0228357
0.55,409.56,529.1244202
0.5,408.24,481.8527731
0.53,416.4,511.573801
0.48,434.89,464.0301187
0.52,436.95,503.4616703
0.55,431.4,533.2480261
0.63,418.91,611.6420938
0.63,423.23,612.4605592
0.65,418.41,632.7161905
0.64,422.52,623.722884
0.57,437.13,556.142127
0.52,458.66,507.9685013
0.35,446.98,342.2466402
0.41,435.52,401.3433604
0.53,428.85,519.3046579
0.6,417.78,588.1439618
0.51,428.27,500.1308882
0.52,418.03,510.1455757
0.47,412.48,461.2767329
0.6,408.42,589.0917524
0.6,410.2,589.2690551
0.6,414.28,589.4412002
0.52,425.05,510.9931204
0.64,412.48,629.0872423
0.62,424.41,609.5445046
0.63,427.34,619.4884467
0.65,423.89,639.2668127
0.63,433.7,619.7009418
0.49,442.99,482.0309734
0.6,439.31,590.2894621
0.63,432.14,619.8496399
0.64,432.56,629.6849359
0.51,448.91,501.7750895
0.63,442.33,619.8299792
0.55,450.01,541.1090412
0.6,443.71,590.2434594
0.59,459.45,580.3468917
0.55,451.81,540.9428588
0.55,448.66,540.8453187
0.48,446.9,471.9234158
0.49,448.88,481.6637225
0.5,449.9,491.3657141
0.55,450.15,540.359812
0.52,455.11,510.7485763
0.55,448.16,540.0327537
0.44,449.84,431.7755125
0.37,443.18,362.9026129
0.36,437.2,352.8930986
0.5,443.3,489.8842764
0.6,428.12,587.5193634
0.54,438.73,528.4674379
0.6,438.82,586.8443149
0.59,442.2,576.7860179
0.59,437.02,576.4059506
0.56,430.45,546.7911759
0.49,442.42,478.1588077
0.45,446,438.9090969
0.43,441.59,419.1334225
0.45,434.45,438.3780175
0.48,434.19,467.2984006
0.23,439.59,223.7860409
0.55,430,534.7912579
0.56,436.23,544.2404994
0.56,432.69,543.8906777
0.52,438.31,504.757146
0.5,437.23,484.9883872
0.43,440.05,416.8549684
0.31,439.85,300.3236813
0.2,440.09,193.6499448
0.13,442.8,125.7813024
0.34,444.79,328.7775305
0.24,446.15,231.9099241
0.27,443.73,260.7485963
0.28,445.34,270.2124038
0.27,443.57,260.411874
0.27,441.48,260.2224224
0.34,445.66,327.5956406
0.48,445.49,462.3677066
0.32,448.84,308.1583148
0.44,444.52,423.5685762
0.48,442.45,461.9856993
0.54,448.45,519.5501337
0.41,449.07,394.3610658
0.45,444.41,432.7205536
0.42,445.79,403.7286383
0.52,441.98,499.7112912
0.52,438.65,499.5774667
0.43,442.52,412.9638701
0.37,443.27,355.2131359
0.39,443.15,374.3125066
0.3,444.19,287.8491518
0.18,441.62,172.6468825
0.3,441.3,287.6661534
0.36,437.46,345.0486819
0.38,433.16,364.0849118
0.4,436.38,383.1413477
0.36,435.5,344.700502
0.47,436.59,449.8598584
0.53,436.55,507.1471043
0.44,436.67,420.8409903
0.3,438.93,286.8304482
0.35,441.04,334.5410391
0.41,438.74,391.7156233
0.19,436.98,181.4587622
0.37,439.54,353.2399206
0.34,444.31,324.4765826
0.43,442.26,410.4706498
0.48,436.85,458.2728845
0.42,432.26,401.0891945
0.38,432.44,362.94775
0.51,434.66,487.1989221
0.5,437.41,477.6845388
0.39,437.23,372.6582381
0.45,438.03,429.9923681
0.44,437.1,420.4768993
0.46,440.55,439.5906576
0.52,436.39,496.9367049
0.52,433.91,496.8988172
0.54,435.41,516.0171488
0.43,439.42,410.8699646
0.39,435.91,372.6244942
0.41,444.54,391.6701941
0.4,440.05,382.090043
0.32,441.59,305.5980029
0.43,438.85,410.584069
0.42,439.89,400.9679397
0.48,439.59,458.1400103
0.3,439.25,286.2651684
0.2,438.73,190.7968279
0.45,437.85,429.1133317
0.48,441.74,457.6058813
0.48,439.34,457.4473268
0.52,439.57,495.3999222
0.45,441.99,428.5256074
0.51,441.86,485.4937374
0.4,440.66,380.5798908
0.45,436.16,427.9646223
0.48,435.63,456.4273628
0.47,439.04,446.9258426
0.48,441.18,456.3210293
0.5,439.18,475.1658334
0.3,439.35,285.0486058
0.27,441.84,256.4503824
0.36,444.79,341.7761427
0.43,445.28,408.0800994
0.31,442.34,294.0287163
0.36,444.92,341.279357
0.44,439.31,416.8317908
0.31,437.36,293.4702653
0.39,434.47,368.9385526
0.44,437.27,415.9328083
0.46,436.06,434.4325147
0.55,432.99,518.975866
0.56,427.8,527.8988458
0.4,438.88,376.6977123
0.2,439.77,188.1577653
0.36,437.47,338.2705643
0.34,431.12,319.1120974
0.19,436.42,178.1157667
0.14,435.22,131.0612979
0.16,436.35,149.5878558
0.15,433.06,140.0374427
0.14,436.12,130.4974693
0.27,432.99,251.3222993
0.45,431.2,418.1895649
0.45,429.31,417.4589045
0.57,423.23,527.9452415
0.58,424.77,536.2380291
0.5,425.62,461.5462189
0.59,424.35,543.8139474
0.52,426.21,478.5148454
0.42,425.95,385.8547746
0.57,426.49,522.7232951
0.55,429.05,503.5227789
0.46,427.4,420.350819
0.35,431.67,319.2331301
0.49,425.45,446.0758656
0.58,421.33,526.9881204
0.59,418.43,535.0237288
0.56,417.36,506.7468084
0.27,423.43,243.800689
0.23,427.16,207.2563812
0.29,426.51,260.7467755
0.13,427.49,116.6100787
0.41,425.13,366.9352294
0.45,411.6,401.8056386
0.52,414.57,463.1629489
0.58,412.77,515.3123481
0.55,413.29,487.4174379
0.55,414.8,486.1621616
0.53,413.95,467.2606997
0.47,401.3,413.2658939
0.66,370.82,578.6922713
0.69,363.57,603.3495804
0.69,367.66,601.5985587
0.68,374.12,591.1350941
0.68,383.7,589.3723857
0.66,383.73,570.3077404
0.67,380.05,577.1885319
0.63,382.45,540.9387091
0.59,381.73,505.0135755
0.62,378.84,529.0106826
0.63,378.66,535.7427155
0.52,389.66,440.7368128
0.47,396.62,396.9907473
0.44,399.66,370.417523
0.53,390.09,444.6150783
0.65,361.6,543.3888206
0.66,346.98,549.7599592
0.67,341.05,556.138076
0.67,342.05,554.0846292
0.66,332.27,543.8267731
0.65,340.02,533.5615501
0.63,351.67,515.1647184
0.63,358.2,513.1687437
0.62,368.12,503.0946451
0.58,366.36,468.769885
0.59,362.19,474.9318949
0.59,355.29,473.0021012
0.6,349.45,479.0072674
0.6,346.23,477.1012843
0.58,339.34,459.2566501
0.55,336.8,433.6470271
0.55,339.73,431.7476936
0.53,346.3,414.233311
0.58,349.09,451.3058724
0.58,360.02,449.2906642
0.57,359.17,439.5187344
0.55,352.05,422.1583257
0.58,349.3,444.0108366
0.53,359.68,404.7099082
0.49,366.41,373.0914386
0.55,362.35,417.65014
0.66,350.23,499.7894785
0.66,344.55,498.4284768
0.62,344.39,466.9374962
0.66,337.89,495.7600073
0.66,339.7,494.28161
0.64,343.73,477.9644708
0.65,340.46,484.0347246
0.68,333.77,504.9421326
0.66,332.86,488.7994649
0.66,329.06,487.3660024
0.63,336.21,463.7721128
0.61,341.97,447.7458986
0.61,349.17,446.4076233
0.6,349.95,437.894581
0.6,351.29,436.5996434
0.58,353.65,420.7616515
0.57,359.12,412.1768304
0.6,356.89,432.5619377
0.59,351.84,424.0328968
0.51,344.74,365.5000989
0.48,344.76,342.9430399
0.52,344.74,370.347671
0.59,333.88,418.7978275
0.53,341.54,375.0292553
0.44,371.62,310.3421957
0.51,362.64,358.6570212
0.5,358.73,377.9194773
0.42,363.33,317.3865006
0.38,376.73,287.1592148
0.27,379.91,203.9918334
0.6,329.18,453.3151854
0.59,307.2,445.6673846
0.57,307.55,430.5600156
0.58,306.57,438.0227065
0.53,318.98,400.2953727
0.49,324.18,370.0075086
0.59,327.74,458.0400847
0.46,354.09,357.1159982
0.43,367.65,333.8258244
0.37,371.02,287.2454768
0.57,347.27,442.5133022
0.59,319.12,457.9498405
0.59,323.98,457.9498405
0.55,330.29,426.8182537
0.56,317.84,434.5785855
0.56,325.33,434.5785855
0.18,377.06,139.6584326
0.41,354.11,318.1108741
0.45,337.67,349.1751309
0.51,330.82,395.6537615
0.5,337.82,387.8958446
0.5,340.72,387.8958446
0.52,335.91,403.3320811
0.23,386.41,178.396882
0.46,360.45,356.7233393
0.6,310.88,465.2913121
0.56,315.69,406.7429025
0.48,338.24,350.4162695
0.33,370.12,242.1284717
0.36,369.66,265.4608615
0.53,333.86,392.7854164
0.58,337.96,431.947877
0.43,359.27,321.7914172
0.28,370.73,210.5449519
0.41,366.75,309.7644435
0.26,382.1,197.3610368
0.55,367.19,419.3911837
0.15,386.85,114.9075563
0.67,322.84,515.599045
0.61,308.79,471.4577631
0.61,312.93,473.5710307
0.62,325.52,483.3770919
0.54,358.22,422.8098788
0.55,366.33,432.4321891
0.56,367.6,442.1928682
0.62,359.48,491.5686213
0.66,341.5,525.3967415
0.65,340.41,519.6026045
0.66,362.86,529.6353368
0.68,361,547.8272248
0.71,337.16,574.3225748
0.69,349,560.1925651
0.63,379.84,513.4305531
0.62,393.23,507.1889473
0.49,400.59,402.3063324
0.43,408.1,354.2911053
0.47,407.77,388.6697732
0.55,396.75,456.4794771
0.53,374.55,442.0346717
0.63,366.88,528.061287
0.64,354.16,538.9503392
0.68,333.04,575.3142096
0.7,338.55,595.0678581
0.7,339.12,597.7790359
0.69,347.54,591.8854451
0.67,362.56,577.31216
0.66,376.32,571.0891931
0.67,380.41,582.234149
0.65,385.09,567.240321
0.57,403.93,499.4598771
0.59,400.33,519.0364367
0.62,397.38,547.6388452
0.54,402.19,478.8802679
0.59,400.59,525.2064377
0.62,405.8,554.0036315
0.45,403.52,403.5754594
0.42,400.41,378.0366398
0.61,379.7,551.0148585
0.65,359.91,589.2131174
0.62,365.91,563.9181365
0.46,411.13,419.8186684
0.45,415.55,412.0721385
0.37,419.51,339.8901195
0.49,415.57,451.5525111
0.61,404.77,563.8036311
0.66,390.85,611.9440273
0.56,420.84,520.5947767
0.34,432.94,316.8938781
0.27,421.85,252.262412
0.61,387.95,571.4146904
0.63,380.02,591.5307683
0.61,381.86,574.0738904
0.55,418.17,518.7688368
0.55,418.23,519.9221421
0.41,433.06,388.4610198
0.35,425.95,332.2833614
0.57,398.88,542.2769593
0.59,406.53,562.4522046
0.6,402.65,573.0744921
0.66,402.34,631.5646269
0.61,398.88,584.7792758
0.59,409.04,566.6739022
0.66,405.71,634.9493043
0.61,413.77,587.8603832
0.53,426.46,511.573801
0.46,438.11,444.6955304
0.5,426.57,484.0977599
0.62,391.3,601.1159566
0.66,361.41,640.7679078
0.64,383.19,622.1821554
0.66,396.71,642.4502858
0.57,431.66,555.5031936
0.5,439.73,487.843971
0.51,426.48,498.1998763
0.41,433.25,400.9174928
0.57,422.38,557.9651596
0.62,413.98,607.4884677
0.55,435.37,539.131965
0.52,436.98,509.9373762
0.46,438.58,451.2826246
0.32,436.38,314.0607543
0.55,430.34,540.0007731
0.6,422.2,589.2690551
0.58,422.58,569.7931602
0.58,433.26,569.9538651
0.48,421.07,471.8154317
0.61,412.4,599.7131416
0.49,419.88,481.8243474
0.54,421.05,531.0831982
0.59,424.17,580.3548503
0.55,433.18,541.0551742
0.47,425.98,462.393412
0.36,428.16,354.1997943
0.45,447.41,442.7472206
0.5,446,491.9363622
0.58,435.79,570.6371237
0.63,420.88,619.8158108
0.61,435.52,600.0808503
0.62,438.47,609.8560557
0.59,443.82,580.2841576
0.55,443.69,540.8453187
0.61,443.3,599.7360076
0.51,455.35,501.3234663
0.41,460.32,402.9198856
0.45,448.49,442.1125735
0.46,445.48,451.8160482
0.47,447.05,461.482535
0.43,451.31,421.9624327
0.42,444.63,411.9435065
0.43,447.77,421.5112011
0.56,437.02,548.6703896
0.57,435.84,558.1433952
0.61,427.46,596.9724761
0.61,426.9,596.6250535
0.61,428.51,596.3380863
0.64,436.25,625.2539125
0.61,444.88,595.6118167
0.57,447.18,556.2255518
0.62,439.53,604.7192002
0.6,449.51,584.8373338
0.49,462.56,477.3449524
0.45,451.64,438.0922506
0.53,445.24,515.6808769
0.52,451.95,505.6208257
0.58,441.77,563.6776601
0.56,443.4,543.8906777
0.53,448.24,514.4640142
0.53,445.3,514.0876904
0.48,454.98,465.3264763
0.38,457.21,368.1387062
0.41,447.44,396.9823868
0.36,457.25,348.3174528
0.34,451.48,328.7775305
0.5,455.77,483.1456752
0.51,451.75,492.5251264
0.47,448.02,453.5708206
0.32,447.03,308.6362951
0.47,442.7,452.9797723
0.44,440.02,423.9472996
0.42,440.47,404.5717432
0.2,446.69,192.5989467
0.37,444.59,356.1826664
0.49,444.59,471.6104013
0.34,451.2,327.1241583
0.2,443.41,192.3712516
0.42,442.95,403.8725167
0.27,442.26,259.5398389
0.31,449.02,297.9048082
0.25,445.87,240.1814744
0.18,441.74,172.8685968
0.16,442.27,153.6056804
0.38,436.62,364.7147501
0.5,443.55,479.7485864
0.48,446.06,460.3916868
0.5,439.34,479.443589
0.43,442.23,412.1414812
0.37,443.6,354.50373
0.39,443.1,373.562814
0.41,436.78,392.5755717
0.09,442.11,86.14337714
0.21,441.28,200.9450791
0.31,430.8,296.5016068
0.38,430.15,363.3185678
0.47,429.92,449.2408239
0.53,432.77,506.3640985
0.41,438.27,391.568908
0.38,441.97,362.7869455
0.4,441.52,381.737156
0.38,441.38,362.7415044
0.35,440.45,334.1573116
0.51,439.12,487.036879
0.46,441.85,439.3578026
0.3,442.46,286.5876012
0.42,443.94,401.2550126
0.45,446.3,429.9902747
0.44,443.66,420.4369821
0.4,441.88,382.2517266
0.47,440.3,449.1469762
0.51,439.09,487.3802298
0.48,438.46,458.6758312
0.32,449.1,305.78794
0.31,444.92,296.2085791
0.35,444.64,334.4065974
0.24,452.14,229.2703575
0.3,449.57,286.5675323
0.31,444.01,296.0480653
0.27,446.86,257.8086015
0.27,446.7,257.7651041
0.42,441.52,400.872509
0.3,445.77,286.2651684
0.51,443.99,486.531911
0.38,444.52,362.362369
0.45,440.55,429.0055137
0.45,436.32,428.8568689
0.51,435.66,485.8730006
0.42,436.59,399.9572336
0.47,438.2,447.4157972
0.26,443.84,247.376929
0.41,441.41,389.9233226
0.47,443.86,446.9184594
0.45,438.9,427.9077217
0.32,439.43,304.2140195
0.46,439.72,437.1525667
0.41,438.89,389.566428
0.32,439.67,303.9411939
0.52,431.73,493.6766506
0.56,429.14,531.4531527
0.5,434.65,474.2398651
0.48,438.47,455.0391427
0.48,435.09,454.72559
0.51,435.98,482.8059203
0.32,436.2,302.7188124
0.54,431.75,510.462992
0.52,432.03,491.0976253
0.45,436.54,424.6166176
0.47,435.12,443.0579598
0.57,431.2,536.7942401
0.41,433.5,385.7234189
0.5,430.03,469.8202282
0.43,427.81,403.5829467
0.46,429.38,431.2276456
0.34,428.58,318.2917236
0.4,428.79,373.9696395
0.6,425.57,560.1497707
0.59,426.84,549.9536205
0.39,431.49,363.0210989
0.54,428.63,501.8274779
0.62,421.4,575.1656017
0.44,430.03,407.5366777
0.38,429.12,351.3283639
0.41,432.23,378.4678995
0.48,431.07,442.4249063
0.52,428.24,478.5148454
0.54,430.38,496.0989959
0.41,436.27,375.9939491
0.54,429.22,494.3678193
0.54,425.42,493.4553092
0.34,432.01,310.1121835
0.38,434.8,345.9363856
0.37,428.9,336.1820768
0.33,432.66,299.2505602
0.12,434.01,108.5886018
0.32,430.44,288.9489647
0.39,433.3,351.4347333
0.55,420.97,494.5197465
0.49,422.07,439.5302966
0.56,413.62,501.1798256
0.58,409.88,517.8828231
0.61,410.02,543.325767
0.52,416.34,462.0041742
0.53,418.49,469.6931674
0.35,429.14,309.375921
0.6,415.23,528.9743771
0.59,414.67,518.7805902
0.56,415.31,491.0116241
0.42,426.85,367.2562663
0.25,423.83,217.9704923
0.29,417.58,252.1017313
0.13,416.62,112.6741326
0.16,419.67,138.2564219
0.22,423.55,189.5245926
0.22,426.92,188.8992317
0.39,422.66,333.8225329
0.58,400.7,494.8809611
0.6,390.57,510.2311576
0.59,405.67,500.0667684
0.45,403.53,380.0975241
0.58,400.07,488.2776439
0.64,387.23,536.8936794
0.64,370.59,535.0289926
0.45,387.92,374.8363358
0.57,375.27,473.132393
0.63,365.34,521.0049498
0.65,362.88,535.5869735
0.69,340.4,566.3961071
0.7,337.86,572.4052427
0.69,344.84,562.0419573
0.55,372.23,446.2936368
0.6,373.87,484.9343637
0.66,361.98,531.2797469
0.7,338.8,561.1889337
0.67,330.52,534.8914486
0.59,340.39,469.1495962
0.58,334.41,459.2566501
0.61,337.1,480.9539755
0.55,348.15,431.7476936
0.57,338.56,445.4962024
0.61,323.76,474.6492795
0.57,327.34,441.5442734
0.56,334.28,431.8078794
0.52,345.61,399.1315079
0.55,342.66,421.0447588
0.49,346.77,374.1657642
0.52,342.02,395.9337716
0.42,356.16,318.9328342
0.5,348.37,378.6283928
0.62,327.6,468.2206904
0.62,324.4,466.9374962
0.62,321.26,465.7139463
0.62,317.65,464.3251488
0.59,331.04,440.6234965
0.59,337.9,439.3545962
0.63,339.28,467.8140346
0.53,341.63,392.5207824
0.63,303.93,465.2130023
0.61,301.08,449.0491886
0.64,311.92,469.7661886
0.64,319.39,468.3620966
0.67,318.73,488.9822821
0.66,322.63,480.2596077
0.64,317.27,464.2887189
0.67,309.92,484.488555
0.66,303.58,475.8181315
0.67,300.52,481.5288828
0.69,308.59,494.5001338
0.68,317.12,485.8359732
0.47,349.02,334.737318
0.63,331.08,447.1909005
0.61,325.66,431.6374448
0.62,330.12,437.3003667
0.63,350.61,443.0469085
0.15,383.12,113.3758432
0.63,357.21,476.0797509
0.66,340.09,498.7502152
0.48,345.05,362.6521483
0.61,313.25,460.8704385
0.58,311.46,438.1137001
0.55,320.98,415.4526467
0.52,330.2,392.7100127
0.55,322.73,415.4008585
